service_id,date,exception_type
1603SP-D2-Sunday-01,20160530,1
1603SP-D2-Sunday-01 -1,20160529,1
1603SP-D2-Weekday-06,20160530,2
1603SP-D2-Weekday-06-0000100,20160530,2
1603SP-D4-Sunday-01,20160530,1
1603SP-D4-Weekday-07,20160530,2
1603SP-D4-Weekday-07-0101000,20160530,2
1603SP-D4-Weekday-07-1010100,20160530,2
1603SP-D6-Sunday-01,20160530,1
1603SP-D6-Sunday-01 -1,20160529,1
1603SP-D6-Weekday-03,20160530,2
1603SP-D6-Weekday-03 -1,20160529,2
1603SP-DBDB1-Weekday-01,20160530,2
